id,created_by,created_date,last_modified_by,last_modified_date,is_active,title,description,work_schedule,radius_unit,location_state,location_list,role_location,resume_option,budget,status,error,template_question_id,template_question_name,question_form_description,redirect_url,start_date,end_date,close_date,group_id,minor_id,campaign_id,company_id,history_status,ref_id
41,admin,2022-04-29 08:28:54.445000,admin,2022-07-27 08:18:53.421507,0,123,123123,Full Time,,,,,Required,,5,,,,,123123123123,,,,10,1,1,1,2,41
42,admin,2022-04-29 08:28:54.445000,admin,2022-07-27 08:18:53.421507,0,123,123123,Full Time,,,,,Required,,5,,,,,123123123123,,,,10,1,1,1,1,42
43,admin,2022-04-29 08:31:46.415376,admin,2022-07-27 08:18:53.421507,0,123,123123,Full Time,,,,,Required,,3,,,,,123123123123,,,,,1,1,1,1,43
44,admin,2022-04-29 08:31:46.415000,admin,2022-07-27 08:18:53.421507,0,123,123123,Full Time,,,,,Required,,2,,,,,123123123123,,,,10,1,1,1,1,44
45,admin,2022-04-29 08:31:46.415000,admin,2022-07-27 08:18:53.421507,0,123,123123,Full Time,,,,,Required,,2,,,,,123123123123,,,,10,1,1,1,1,45
46,admin,2022-04-29 08:31:46.415000,admin,2022-07-27 08:18:53.421507,0,123,123123,Full Time,,,,,Required,,2,,,,,123123123123,,,,10,1,1,1,1,46
47,admin,2022-04-29 08:31:46.415000,admin,2022-07-27 08:18:53.421507,0,123,123123,Full Time,,,,,Required,,2,,,,,123123123123,,,,10,1,1,1,1,47
48,admin,2022-04-29 08:31:46.415000,admin,2022-07-27 08:18:53.421507,0,123,123123,Full Time,,,,,Required,,5,,,,,123123123123,,,,10,1,1,1,1,48
49,admin,2022-04-29 08:31:46.415000,admin,2022-07-27 08:18:53.421507,0,123,123123,Full Time,,,,,Required,,2,,,,,123123123123,,,,10,1,1,1,1,49
50,admin,2022-04-29 08:31:46.415000,admin,2022-07-27 08:18:53.421507,0,123,123123,Full Time,,,,,Required,,2,,,,,123123123123,,,,10,1,1,1,1,50
51,admin,2022-04-29 08:31:46.415000,admin,2022-07-27 08:18:53.421507,0,123,123123,Full Time,,,,,Required,,2,,,,,123123123123,,,,10,1,1,1,1,51
52,admin,2022-04-29 08:31:46.415000,admin,2022-07-27 08:18:53.421507,0,123,123123,Full Time,,,,,Required,,2,,,,,123123123123,,,,10,1,1,1,1,52
53,admin,2022-04-29 08:31:46.415000,admin,2022-07-27 08:18:53.421507,0,123,123123,Full Time,,,,,Required,,2,,,,,123123123123,,,,10,1,1,1,1,53
54,admin,2022-04-29 08:31:46.415000,admin,2022-07-27 08:18:53.421507,0,123,123123,Full Time,,,,,Required,,2,,,,,123123123123,,,,10,1,1,1,1,54
55,admin,2022-04-29 08:31:46.415000,admin,2022-07-27 08:18:53.421507,0,123,123123,Full Time,,,,,Required,,2,,,,,123123123123,,,,10,1,1,1,1,55
56,admin,2022-04-29 08:31:46.415000,admin,2022-07-27 08:18:53.421507,0,123,123123,Full Time,,,,,Required,,2,,,,,123123123123,,,,10,1,1,1,1,56
57,admin,2022-04-29 08:31:46.415000,admin,2022-07-27 08:18:53.421507,0,123,123123,Full Time,,,,,Required,,2,,,,,123123123123,,,,10,1,1,1,1,57
58,admin,2022-04-29 08:31:46.415000,admin,2022-07-27 08:18:53.421507,0,123,123123,Full Time,,,,,Required,,2,,,,,123123123123,,,,10,1,1,1,1,58
59,admin,2022-04-29 08:31:46.415000,admin,2022-07-27 08:18:53.421507,0,123,123123,Full Time,,,,,Required,,2,,,,,123123123123,,,,10,1,1,1,1,59
60,admin,2022-04-29 08:31:46.415000,admin,2022-07-27 08:18:53.421507,0,123,123123,Full Time,,,,,Required,,2,,,,,123123123123,,,,10,1,1,1,1,60
61,admin,2022-04-29 08:31:46.415000,admin,2022-07-27 08:18:53.421507,0,123,123123,Full Time,,,,,Required,,2,,,,,123123123123,,,,10,1,1,1,1,61
62,admin,2022-04-29 08:31:46.415000,admin,2022-07-27 08:18:53.421507,0,123,123123,Full Time,,,,,Required,,2,,,,,123123123123,,,,10,1,1,1,1,62
63,admin,2022-04-29 08:31:46.415000,admin,2022-07-27 08:18:53.421507,0,123,123123,Full Time,,,,,Required,,2,,,,,123123123123,,,,10,1,1,1,1,63
64,admin,2022-04-29 08:31:46.415000,admin,2022-07-27 08:18:53.421507,0,123,123123,Full Time,,,,,Required,,2,,,,,123123123123,,,,10,1,1,1,1,64
65,admin,2022-04-29 08:31:46.415000,admin,2022-07-27 08:18:53.421507,0,123,123123,Full Time,,,,,Required,,2,,,,,123123123123,,,,10,1,1,1,1,65
66,admin,2022-04-29 08:31:46.415000,admin,2022-07-27 08:18:53.421507,0,123,123123,Full Time,,,,,Required,,2,,,,,123123123123,,,,10,1,1,1,1,66
67,admin,2022-04-29 08:31:46.415000,admin,2022-07-27 08:18:53.421507,0,123,123123,Full Time,,,,,Required,,2,,,,,123123123123,,,,10,1,1,1,1,67
68,admin,2022-04-29 08:31:46.415000,admin,2022-07-27 08:18:53.421507,0,123,123123,Full Time,,,,,Required,,2,,,,,123123123123,,,,10,1,1,1,1,68
69,admin,2022-04-29 08:31:46.415000,admin,2022-07-27 08:18:53.421507,0,123,123123,Full Time,,,,,Required,,5,,,,,123123123123,,,,10,1,1,1,1,69
70,admin,2022-04-29 08:31:46.415000,admin,2022-07-27 08:18:53.421507,0,123,123123,Full Time,,,,,Required,,2,,,,,123123123123,,,,10,1,1,1,1,70
71,admin,2022-04-29 08:31:46.415000,admin,2022-07-27 08:18:53.421507,0,123,123123,Full Time,,,,,Required,,2,,,,,123123123123,,,,10,1,1,1,1,71
72,admin,2022-04-29 08:31:46.415000,admin,2022-07-27 08:18:53.421507,0,123,123123,Full Time,,,,,Required,,2,,,,,123123123123,,,,10,1,1,1,1,72
73,admin,2022-04-29 08:31:46.415000,admin,2022-07-27 08:18:53.421507,0,123,123123,Full Time,,,,,Required,,2,,,,,123123123123,,,,10,1,1,1,1,73
74,admin,2022-04-29 08:31:46.415000,admin,2022-07-27 08:18:53.421507,0,123,123123,Full Time,,,,,Required,,2,,,,,123123123123,,,,10,1,1,1,1,74
75,admin,2022-04-29 08:31:46.415000,admin,2022-07-27 08:18:53.421507,0,123,123123,Full Time,,,,,Required,,2,,,,,123123123123,,,,10,1,1,1,1,75
76,admin,2022-04-29 08:31:46.415000,admin,2022-07-27 08:18:53.421507,0,123,123123,Full Time,,,,,Required,,2,,,,,123123123123,,,,10,1,1,1,1,76
77,admin,2022-04-29 08:31:46.415000,admin,2022-07-27 08:18:53.421507,0,123,123123,Full Time,,,,,Required,,2,,,,,123123123123,,,,10,1,1,1,1,77
78,admin,2022-04-29 08:31:46.415000,admin,2022-07-27 08:18:53.421507,0,123,123123,Full Time,,,,,Required,,2,,,,,123123123123,,,,10,1,1,1,1,78
79,admin,2022-04-29 08:31:46.415000,admin,2022-07-27 08:18:53.421507,0,123,123123,Full Time,,,,,Required,,2,,,,,123123123123,,,,10,1,1,1,1,79
80,admin,2022-04-29 08:31:46.415000,admin,2022-07-27 08:18:53.421507,0,123,123123,Full Time,,,,,Required,,2,,,,,123123123123,,,,10,1,1,1,1,80
81,admin,2022-04-29 08:31:46.415000,admin,2022-07-27 08:18:53.421507,0,123,123123,Full Time,,,,,Required,,2,,,,,123123123123,,,,10,1,1,1,1,81
82,admin,2022-04-29 08:31:46.415000,admin,2022-07-27 08:18:53.421507,0,123,123123,Full Time,,,,,Required,,5,,,,,123123123123,,,,10,1,1,1,1,82
83,admin,2022-04-29 08:31:46.415000,admin,2022-07-27 08:18:53.421507,0,123,123123,Full Time,,,,,Required,,2,,,,,123123123123,,,,10,1,1,1,1,83
84,admin,2022-04-29 08:31:46.415000,admin,2022-07-27 08:18:53.421507,0,123,123123,Full Time,,,,,Required,,2,,,,,123123123123,,,,10,1,1,1,1,84
85,admin,2022-04-29 08:31:46.415000,admin,2022-07-27 08:18:53.421507,0,123,123123,Full Time,,,,,Required,,2,,,,,123123123123,,,,10,1,1,1,1,85
86,admin,2022-04-29 08:31:46.415000,admin,2022-07-27 08:18:53.421507,0,123,123123,Full Time,,,,,Required,,2,,,,,123123123123,,,,10,1,1,1,1,86
87,admin,2022-04-29 08:31:46.415000,admin,2022-07-27 08:18:53.421507,0,123,123123,Full Time,,,,,Required,,2,,,,,123123123123,,,,10,1,1,1,1,87
88,admin,2022-04-29 08:32:48.933198,admin,2022-07-27 08:18:53.421507,0,123,123,Part Time,,,,,Required,,3,,,,,123123,,,,,1,5,1,1,88
89,admin,2022-04-29 08:32:48.933000,admin,2022-07-27 08:18:53.421507,0,123,123,Part Time,,,,,Required,,1,,,,,123123,,,,,1,5,1,1,89
90,admin,2022-04-29 08:32:48.933000,admin,2022-07-27 08:18:53.421507,0,123,123,Part Time,,,,,Required,,1,,,,,123123,,,,,1,5,1,1,90
91,admin,2022-04-29 08:32:48.933000,admin,2022-07-27 08:18:53.421507,0,123,123,Part Time,,,,,Required,,1,,,,,123123,,,,,1,5,1,1,91
92,admin,2022-04-29 08:32:48.933000,admin,2022-07-27 08:18:53.421507,0,123,123,Part Time,,,,,Required,,5,,,,,123123,,,,,1,5,1,1,92
93,admin,2022-04-29 08:32:48.933000,admin,2022-07-27 08:18:53.421507,0,123,123,Part Time,,,,,Required,,1,,,,,123123,,,,,1,5,1,2,93
94,admin,2022-04-29 08:32:48.933000,admin,2022-07-27 08:18:53.421507,0,123,123,Part Time,,,,,Required,,1,,,,,123123,,,,,1,5,1,2,94
95,admin,2022-04-29 08:32:48.933000,admin,2022-07-27 08:18:53.421507,0,123,123,Part Time,,,,,Required,,1,,,,,123123,,,,,1,5,1,2,95
96,admin,2022-04-29 08:32:48.933000,admin,2022-07-27 08:18:53.421507,0,123,123,Part Time,,,,,Required,,1,,,,,123123,,,,,1,5,1,2,96
97,admin,2022-04-29 08:34:50.481685,admin,2022-07-27 08:18:53.421507,0,Job1,Desc,Contract,,,,Remote,Required,,3,,,,,https://translate.google.com/?hl=vi&sl=en&tl=vi&op=translate,,,,,1,4,1,1,97
98,admin,2022-04-29 08:34:50.481000,self_client,2022-07-27 08:18:53.421507,1,Job1,Desc,Contract,,,,Remote,Required,,1,,,,,https://translate.google.com/?hl=vi&sl=en&tl=vi&op=translate,,,,,1,4,1,2,98
99,admin,2022-04-29 08:34:50.481000,self_client,2022-07-27 08:18:53.421507,1,Job1,Desc,Contract,,,,Remote,Required,,1,,,,,https://translate.google.com/?hl=vi&sl=en&tl=vi&op=translate,,,,,1,4,1,2,99
100,admin,2022-04-29 08:34:50.481000,self_client,2022-07-27 08:18:53.421507,1,Job1,Desc,Contract,,,,Remote,Required,,1,,,,,https://translate.google.com/?hl=vi&sl=en&tl=vi&op=translate,,,,,1,4,1,2,100
101,admin,2022-04-29 08:34:50.481000,self_client,2022-07-27 08:18:53.421507,1,Job1,Desc,Contract,,,,Remote,Required,,1,,,,,https://translate.google.com/?hl=vi&sl=en&tl=vi&op=translate,,,,,1,4,1,2,101
102,admin,2022-04-29 08:34:50.481000,self_client,2022-07-27 08:18:53.421507,1,Job1,Desc,Contract,,,,Remote,Required,,1,,,,,https://translate.google.com/?hl=vi&sl=en&tl=vi&op=translate,,,,,1,4,1,2,102
103,admin,2022-04-29 08:34:50.481000,self_client,2022-07-27 08:18:53.421507,1,Job1,Desc,Contract,,,,Remote,Required,,1,,,,,https://translate.google.com/?hl=vi&sl=en&tl=vi&op=translate,,,,,1,4,1,2,103
104,admin,2022-04-29 08:34:50.481000,self_client,2022-07-27 08:18:53.421507,1,Job1,Desc,Contract,,,,Remote,Required,,1,,,,,https://translate.google.com/?hl=vi&sl=en&tl=vi&op=translate,,,,,1,4,1,2,104
105,admin,2022-04-29 08:34:50.481000,self_client,2022-07-27 08:18:53.421507,1,Job1,Desc,Contract,,,,Remote,Required,,1,,,,,https://translate.google.com/?hl=vi&sl=en&tl=vi&op=translate,,,,,1,4,1,2,105
106,admin,2022-04-29 08:34:50.481000,self_client,2022-07-27 08:18:53.421507,1,Job1,Desc,Contract,,,,Remote,Required,,1,,,,,https://translate.google.com/?hl=vi&sl=en&tl=vi&op=translate,,,,,1,4,1,2,106
107,admin,2022-04-29 08:34:50.481000,self_client,2022-07-27 08:18:53.421507,1,Job1,Desc,Contract,,,,Remote,Required,,1,,,,,https://translate.google.com/?hl=vi&sl=en&tl=vi&op=translate,,,,,1,4,1,2,107
108,admin,2022-04-29 08:34:50.481000,self_client,2022-07-27 08:18:53.421507,1,Job1,Desc,Contract,,,,Remote,Required,,1,,,,,https://translate.google.com/?hl=vi&sl=en&tl=vi&op=translate,,,,,1,4,1,2,108
109,admin,2022-04-29 08:34:50.481000,self_client,2022-07-27 08:18:53.421507,1,Job1,Desc,Contract,,,,Remote,Required,,1,,,,,https://translate.google.com/?hl=vi&sl=en&tl=vi&op=translate,,,,,1,4,1,2,109
110,admin,2022-04-29 08:34:50.481000,self_client,2022-07-27 08:18:53.421507,1,Job1,Desc,Contract,,,,Remote,Required,,1,,,,,https://translate.google.com/?hl=vi&sl=en&tl=vi&op=translate,,,,,1,4,1,2,110
111,admin,2022-04-29 08:34:50.481000,self_client,2022-07-27 08:18:53.421507,1,Job1,Desc,Contract,,,,Remote,Required,,1,,,,,https://translate.google.com/?hl=vi&sl=en&tl=vi&op=translate,,,,,1,4,1,2,111
112,admin,2022-04-29 08:34:50.481000,self_client,2022-07-27 08:18:53.421507,1,Job1,Desc,Contract,,,,Remote,Required,,1,,,,,https://translate.google.com/?hl=vi&sl=en&tl=vi&op=translate,,,,,1,4,1,2,112
113,admin,2022-04-29 08:34:50.481000,self_client,2022-07-27 08:18:53.421507,1,Job1,Desc,Contract,,,,Remote,Required,,1,,,,,https://translate.google.com/?hl=vi&sl=en&tl=vi&op=translate,,,,,1,4,1,2,113
114,,2022-05-04 03:18:40.471120,myuser,2022-07-27 08:18:53.421507,1,Sales Executive,"Do you have 1-3 years of sales experience? Are you
            relentless at closing the deal? Are you ready for an exciting and
            high-speed career in sales? If so, we want to hear from you! [...]
            We provide competitive compensation, including stock options and a full
            benefit plan. As a fast-growing business, we offer excellent opportunities
            for exciting and challenging work. As our company continues to grow, you
            can expect unlimited career advancement! ","",,,,REMOTE,OPTIONAL,,2,"[""Benefit is missing."",""Lead is missing.""]",,,,,,,,10,1,1,1,2,114
115,,2022-05-04 03:18:40.607290,myuser,2022-07-27 08:18:53.421507,1,Sales Executive 2,description,FULL_TIME,,,,REMOTE,OPTIONAL,,3,"[""Benefit is missing.""]",,,,,,,,10,1,1,1,1,115
116,admin,2022-05-05 06:33:31.377081,admin,2022-07-27 08:18:53.421507,0,Job 132,Desc,Full Time,,,,Remote,Required,,3,,,,,https://translate.google.com/?hl=vi&sl=en&tl=vi&op=translate,,,,,1,10,1,1,116
117,admin,2022-05-05 06:33:31.377000,admin,2022-07-27 08:18:53.421507,1,Job 132,Desc,Full Time,,,,Remote,Required,,1,,,,,https://translate.google.com/?hl=vi&sl=en&tl=vi&op=translate,,,,16,1,10,1,2,117
118,admin,2022-05-05 06:33:31.377000,admin,2022-07-27 08:18:53.421507,1,Job 132,Desc,Full Time,,,,Remote,Required,,1,,,,,https://translate.google.com/?hl=vi&sl=en&tl=vi&op=translate,,,,16,1,10,1,2,118
119,admin,2022-05-05 06:33:31.377000,admin,2022-07-27 08:18:53.421507,1,Job 132,Desc,Full Time,,,,Remote,Required,,1,,,,,https://translate.google.com/?hl=vi&sl=en&tl=vi&op=translate,,,,16,1,10,1,2,119
120,admin,2022-05-05 06:33:31.377000,admin,2022-07-27 08:18:53.421507,1,Job 132,Desc,Full Time,,,,Remote,Required,,1,,,,,https://translate.google.com/?hl=vi&sl=en&tl=vi&op=translate,,,,16,1,10,1,2,120
121,admin,2022-05-05 06:33:31.377000,admin,2022-07-27 08:18:53.421507,1,Job 132,Desc,Full Time,,,,Remote,Required,,1,,,,,https://translate.google.com/?hl=vi&sl=en&tl=vi&op=translate,,,,16,1,10,1,2,121
122,admin,2022-05-05 06:33:31.377000,admin,2022-07-27 08:18:53.421507,1,Job 132,Desc,Full Time,,,,Remote,Required,,1,,,,,https://translate.google.com/?hl=vi&sl=en&tl=vi&op=translate,,,,16,1,10,1,2,122
123,admin,2022-05-05 06:33:31.377000,admin,2022-07-27 08:18:53.421507,1,Job 132,Desc,Full Time,,,,Remote,Required,,1,,,,,https://translate.google.com/?hl=vi&sl=en&tl=vi&op=translate,,,,16,1,10,1,2,123
124,admin,2022-05-05 06:33:31.377000,admin,2022-07-27 08:18:53.421507,1,Job 132,Desc,Full Time,,,,Remote,Required,,1,,,,,https://translate.google.com/?hl=vi&sl=en&tl=vi&op=translate,,,,16,1,10,1,2,124
125,admin,2022-05-05 06:33:31.377000,admin,2022-07-27 08:18:53.421507,1,Job 132,Desc,Full Time,,,,Remote,Required,,1,,,,,https://translate.google.com/?hl=vi&sl=en&tl=vi&op=translate,,,,16,1,10,1,2,125
126,admin,2022-05-05 06:33:31.377000,admin,2022-07-27 08:18:53.421507,1,Job 132,Desc,Full Time,,,,Remote,Required,,1,,,,,https://translate.google.com/?hl=vi&sl=en&tl=vi&op=translate,,,,16,1,10,1,2,126
127,admin,2022-05-05 06:33:31.377000,admin,2022-07-27 08:18:53.421507,1,Job 132,Desc,Full Time,,,,Remote,Required,,1,,,,,https://translate.google.com/?hl=vi&sl=en&tl=vi&op=translate,,,,16,1,10,1,2,127
128,admin,2022-05-05 06:33:31.377000,admin,2022-07-27 08:18:53.421507,1,Job 132,Desc,Full Time,,,,Remote,Required,,1,,,,,https://translate.google.com/?hl=vi&sl=en&tl=vi&op=translate,,,,16,1,10,1,2,128
129,admin,2022-05-05 06:33:31.377000,admin,2022-07-27 08:18:53.421507,1,Job 132,Desc,Full Time,,,,Remote,Required,,1,,,,,https://translate.google.com/?hl=vi&sl=en&tl=vi&op=translate,,,,16,1,10,1,2,129
130,admin,2022-05-05 06:33:31.377000,admin,2022-07-27 08:18:53.421507,1,Job 132,Desc,Full Time,,,,Remote,Required,,1,,,,,https://translate.google.com/?hl=vi&sl=en&tl=vi&op=translate,,,,16,1,10,1,2,130
131,admin,2022-05-05 06:33:31.377000,admin,2022-07-27 08:18:53.421507,1,Job 132,Desc,Full Time,,,,Remote,Required,,1,,,,,https://translate.google.com/?hl=vi&sl=en&tl=vi&op=translate,,,,16,1,10,1,2,131
132,admin,2022-05-05 06:33:31.377000,admin,2022-07-27 08:18:53.421507,1,Job 132,Desc,Full Time,,,,Remote,Required,,1,,,,,https://translate.google.com/?hl=vi&sl=en&tl=vi&op=translate,,,,16,1,10,1,2,132
133,admin,2022-05-05 08:37:44.681710,admin,2022-07-27 08:18:53.421507,0,test job,Ã†Â°,Part Time,,,,,Required,,3,,,,,https://www.topcv.vn/tim-viec-lam-tester-tai-da-nang-kl8,,,,,1,33,1,1,133
134,admin,2022-05-05 08:37:44.681000,admin,2022-07-27 08:18:53.421507,1,test job,Ã†Â°,Part Time,,,,,Required,,1,,,,,https://www.topcv.vn/tim-viec-lam-tester-tai-da-nang-kl8,,,,,1,33,1,1,134
135,admin,2022-05-05 08:37:44.681000,admin,2022-07-27 08:18:53.421507,1,test job,Ã†Â°,Part Time,,,,,Required,,0,,,,,https://www.topcv.vn/tim-viec-lam-tester-tai-da-nang-kl8,,,,,1,33,1,1,135
136,admin,2022-05-05 08:37:44.681000,admin,2022-07-27 08:18:53.421507,1,test job,Ã†Â°,Part Time,,,,,Required,,1,,,,,https://www.topcv.vn/tim-viec-lam-tester-tai-da-nang-kl8,,,,,1,33,1,1,136
137,admin,2022-05-05 08:37:44.681000,admin,2022-07-27 08:18:53.421507,1,test job,Ã†Â°,Part Time,,,,,Required,,1,,,,,https://www.topcv.vn/tim-viec-lam-tester-tai-da-nang-kl8,,,,,1,33,1,1,137
138,admin,2022-05-05 08:37:44.681000,admin,2022-07-27 08:18:53.421507,1,test job,Ã†Â°,Part Time,,,,,Required,,1,,,,,https://www.topcv.vn/tim-viec-lam-tester-tai-da-nang-kl8,,,,,1,33,1,1,138
139,admin,2022-05-05 08:39:57.956972,admin,2022-07-27 08:18:53.421507,0,test so luong,22,Part Time,,,,,Required,,3,,,,,https://www.topcv.vn/tim-viec-lam-tester-tai-da-nang-kl8,,,,,2,33,1,1,139
140,admin,2022-05-05 08:39:57.956000,admin,2022-07-27 08:18:53.421507,1,test so luong,22,Part Time,,,,,Required,,1,,,,,https://www.topcv.vn/tim-viec-lam-tester-tai-da-nang-kl8,,,,,2,33,1,1,140
141,admin,2022-05-05 08:39:57.956000,admin,2022-07-27 08:18:53.421507,1,test so luong,22,Part Time,,,,,Required,,1,,,,,https://www.topcv.vn/tim-viec-lam-tester-tai-da-nang-kl8,,,,,2,33,1,1,141
142,self_client,2022-05-23 09:32:19.248089,self_client,2022-07-27 08:18:53.421507,0,tester,tt,Part Time,,,,,Required,,3,,,,,https://www.topcv.vn/tim-viec-lam-tester-tai-da-nang-kl8,,,,,1,54,33,3,142
143,self_client,2022-05-23 09:32:19.248000,self_client,2022-07-27 08:18:53.421507,1,tester,tt,Part Time,,,,,Required,,1,,,,,https://www.topcv.vn/tim-viec-lam-tester-tai-da-nang-kl8,,,,,1,54,33,2,143
144,self_client,2022-05-23 09:32:19.248000,self_client,2022-07-27 08:18:53.421507,1,tester,tt,Part Time,,,,,Required,,1,,,,,https://www.topcv.vn/tim-viec-lam-tester-tai-da-nang-kl8,,,,,1,54,33,2,144
145,self_client,2022-05-23 09:32:19.248000,self_client,2022-07-27 08:18:53.421507,1,tester,tt,Part Time,,,,,Required,,1,,,,,https://www.topcv.vn/tim-viec-lam-tester-tai-da-nang-kl8,,,,,1,54,33,2,145
146,self_client,2022-05-23 09:33:40.225505,self_client,2022-07-27 08:18:53.421507,0,tester 2305,55,Full Time,,,,,Required,,3,,,,,https://www.topcv.vn/tim-viec-lam-tester-tai-da-nang-kl8,,,,,1,54,33,3,146
147,self_client,2022-05-23 09:33:40.225000,self_client,2022-07-27 08:18:53.421507,1,tester 2305,55,Full Time,,,,,Required,,1,,,,,https://www.topcv.vn/tim-viec-lam-tester-tai-da-nang-kl8,,,,,1,54,33,2,147
148,self_client,2022-05-23 09:57:41.582931,self_client,2022-07-27 08:18:53.421507,0,Job Frontend,Frontend,Full Time,,,,,Required,,3,,,,,google.com,,,,,1,48,33,3,148
149,self_client,2022-05-23 09:57:41.582000,self_client,2022-07-27 08:18:53.421507,0,Job Frontend,Frontend,Full Time,,,,,Required,,2,,,,,google.com,,,,11,1,48,33,1,149
150,self_client,2022-05-23 09:57:41.582000,self_client,2022-07-27 08:18:53.421507,1,Job Frontend,Frontend,Full Time,,,,,Required,,1,,,,,google.com,,,,11,1,48,33,2,150
151,self_client,2022-05-23 09:57:41.582000,self_client,2022-07-27 08:18:53.421507,0,Job Frontend,Frontend,Full Time,,,,,Required,,2,,,,,google.com,,,,11,1,48,33,2,151
152,self_client,2022-05-23 09:57:41.582000,self_client,2022-07-27 08:18:53.421507,1,Job Frontend,Frontend,Full Time,,,,,Required,,1,,,,,google.com,,,,11,1,48,33,2,152
153,self_client,2022-05-23 09:57:41.582000,self_client,2022-07-27 08:18:53.421507,1,Job Frontend,Frontend,Full Time,,,,,Required,,1,,,,,google.com,,,,11,1,48,33,2,153
154,self_client,2022-05-23 09:57:41.582000,self_client,2022-07-27 08:18:53.421507,1,Job Frontend,Frontend,Full Time,,,,,Required,,1,,,,,google.com,,,,11,1,48,33,2,154
155,self_client,2022-05-23 09:57:41.582000,self_client,2022-07-27 08:18:53.421507,0,Job Frontend,Frontend,Full Time,,,,,Required,,2,,,,,google.com,,,,11,1,48,33,2,155
156,self_client,2022-05-23 09:57:41.582000,self_client,2022-07-27 08:18:53.421507,0,Job Frontend,Frontend,Full Time,,,,,Required,,2,,,,,google.com,,,,11,1,48,33,2,156
157,self_client,2022-05-23 09:57:41.582000,self_client,2022-07-27 08:18:53.421507,1,Job Frontend,Frontend,Full Time,,,,,Required,,1,,,,,google.com,,,,11,1,48,33,2,157
158,self_client,2022-05-23 09:57:41.582000,self_client,2022-07-27 08:18:53.421507,0,Job Frontend,Frontend,Full Time,,,,,Required,,2,,,,,google.com,,,,11,1,48,33,2,158
159,self_client,2022-06-06 08:47:32.572181,self_client,2022-07-27 08:18:53.421507,0,Job 342,Desc,Full Time,,,,Remote,Required,,3,,,,,https://translate.google.com/?hl=vi&sl=en&tl=vi&op=translate,,,,,1,48,33,3,159
160,self_client,2022-06-06 08:47:32.572000,self_client,2022-07-27 08:18:53.421507,0,Job 342,Desc,Full Time,,,,Remote,Required,,2,,,,,https://translate.google.com/?hl=vi&sl=en&tl=vi&op=translate,,,,11,1,48,33,1,160
161,self_client,2022-06-06 08:47:32.572000,self_client,2022-07-27 08:18:53.421507,0,Job 342,Desc,Full Time,,,,Remote,Required,,2,,,,,https://translate.google.com/?hl=vi&sl=en&tl=vi&op=translate,,,,11,1,48,33,1,161
162,self_client,2022-06-06 08:47:32.572000,self_client,2022-07-27 08:18:53.421507,0,Job 342,Desc,Full Time,,,,Remote,Required,,2,,,,,https://translate.google.com/?hl=vi&sl=en&tl=vi&op=translate,,,,11,1,48,33,1,162
163,self_client,2022-06-06 08:47:32.572000,self_client,2022-07-27 08:18:53.421507,0,Job 342,Desc,Full Time,,,,Remote,Required,,2,,,,,https://translate.google.com/?hl=vi&sl=en&tl=vi&op=translate,,,,11,1,48,33,1,163
164,self_client,2022-06-06 08:47:32.572000,self_client,2022-07-27 08:18:53.421507,0,Job 342,Desc,Full Time,,,,Remote,Required,,2,,,,,https://translate.google.com/?hl=vi&sl=en&tl=vi&op=translate,,,,11,1,48,33,1,164
