,create_time,bid,bn,campaign_id,cd,custom_track,de,dl,dt,ed,ev,group_id,id,job_id,md,publisher_id,rl,sr,ts,tz,ua,uid,utm_campaign,utm_content,utm_medium,utm_source,utm_term,v,vp
33,3e48ed3e-9456-11ed-b45d-596499863832,0.0,,61.0,,click,,,,,,41.0,,206.0,,35.0,,,2023-01-14 21:56:05,,,,,,,,,,
34,6ace7c40-0b5b-11ed-94a0-9a1ccbb8dc7c,1.0,Chrome 103,48.0,24.0,click,UTF-8,http://fe.dev.gotoro.io/candidate-portal/job/3235a2389bed6cdd59ad37ff23c1b6b4fb2d1668?param1=188&param2=1,CandidatePortal,"{""customEvent"":""click"",""jobId"":""188"",""publisherId"":""1""}",2.0,34.0,,188.0,true,1.0,,1366x768,2022-07-24 14:17:58.054,-420.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-zof0i457-l5ze6uuv,,,,,,1.0,1366x625
35,3e6903ee-9456-11ed-859a-79457f0b6bd3,0.0,,55.0,,click,,,,,,10.0,,1497.0,,20.0,,,2023-01-14 21:56:05,,,,,,,,,,
36,ae653da0-0d62-11ed-b6de-535ba1b44118,0.0,Chrome 103,222.0,24.0,click,UTF-8,http://fe.dev.gotoro.io/candidate-portal/job/67efdcf3279f30f33602423a263eba092c7a94f8?param1=1529&param2=1,CandidatePortal,"{""customEvent"":""click"",""jobId"":""1529"",""publisherId"":""1""}",2.0,,,1529.0,true,1.0,,1366x768,2022-07-27 04:15:01.488,-420.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-5bqarbwn-l633cyss,,,,,,1.0,1366x625
37,cec03380-084d-11ed-99ad-b5eee51b3b82,,Chrome 102,,24.0,,UTF-8,http://localhost:4200/candidate-portal/,CandidatePortal,,1.0,,,,true,,http://localhost:4200/candidate-portal/,1920x1080,2022-07-20 17:02:58.730,-420.0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36",1-ok78d38x-l5j7ka8p,,,,,,1.0,1012x976
38,2bdeaaa0-0075-11ed-a78c-b7a1c578d6bb,,Chrome 103,,24.0,click,UTF-8,http://localhost:4200/candidate-portal/job/192,CandidatePortal,"{""customEvent"":""click"",""jobId"":192,""publisherId"":0,""userId"":123}",2.0,,,,true,,,1536x864,2022-07-10 17:24:32.731,-420.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-rrc3k5vd-l4o0b4yy,,,,,,1.0,1018x714
39,385b0a30-0bb5-11ed-a25e-38d72de1318c,,Chrome 103,,24.0,,UTF-8,http://fe.test.gotoro.io/candidate-portal/job/5,CandidatePortal,,1.0,,,,true,,,1366x768,2022-07-25 01:00:44.130,-420.0,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-976gsto4-l601lyhu,,,,,,1.0,1366x768
40,f6effc90-fea3-11ec-8a1b-47e436f4e7d4,2.0,Chrome 103,4.0,24.0,click,UTF-8,http://150.230.186.232/candidate-portal/job/a9df1f103a849b2071e827e951a7c69cc917699a?r=&param1=98&param2=1,CandidatePortal,"{""customEvent"":""click"",""jobId"":""98"",""publisherId"":""1""}",2.0,,,98.0,true,1.0,,1366x768,2022-07-08 09:54:33.168,-420.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-c5v39kv8-l5c94dee,,,,,,1.0,1366x625
41,164015a0-fd12-11ec-a1c8-8f2c959c14df,,Chrome 103,,30.0,,UTF-8,http://150.136.2.86/candidate-portal/verify-email?token=9a852ff8-49d1-49fb-8e74-95caed506da2&id=231,CandidatePortal,,1.0,,,,true,,,1440x900,2022-07-06 09:57:46.119,-420.0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-i7wbmpwo-l4pokrao,,,,,,1.0,1440x711
42,eade83f0-fec0-11ec-ab6a-a5c639b9c60e,,Chrome 103,,24.0,qualified,UTF-8,http://129.213.68.90/candidate-portal/,CandidatePortal,"{""customEvent"":""qualified"",""publisherId"":0}",2.0,,,,true,,,1920x1080,2022-07-08 13:21:47.472,240.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-eb7odtp7-l4o6dg83,,,,,,1.0,1920x961
43,8f679b70-0cb1-11ed-b232-3ea4bd67a7e8,,Chrome 103,,24.0,alive,UTF-8,http://fe.dev.gotoro.io/candidate-portal/job/1533?jobId=1533&publisherId=1,CandidatePortal,"{""customEvent"":""alive"",""jobId"":""1533"",""publisherId"":""1"",""stayed_alive"":10}",2.0,,,,true,,,1366x768,2022-07-26 07:07:09.003,-420.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-n0yirqcz-l61u0uk7,,,,,,1.0,1366x625
44,685a4d80-0440-11ed-814f-2b6ed16854e9,,Chrome 103,,24.0,unqualified,UTF-8,http://129.213.68.90/candidate-portal/,CandidatePortal,"{""customEvent"":""unqualified"",""publisherId"":0,""userId"":90}",2.0,,,,true,,,1280x720,2022-07-15 13:16:57.171,-330.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-8kd8ml3w-l5jkmnc6,,,,,,1.0,1600x712
45,fc76ff70-08c5-11ed-b338-0e39fef99dd0,,Chrome 102,,24.0,click,UTF-8,http://localhost:4200/candidate-portal/job?what=Design&where=,CandidatePortal,"{""customEvent"":""click"",""jobId"":271,""publisherId"":0,""userId"":97}",2.0,,,,true,,http://localhost:4200/candidate-portal/job,1920x1080,2022-07-21 07:23:15.260,-420.0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36",1-ok78d38x-l5j7ka8p,,,,,,1.0,1451x919
46,0b3fa4e0-032f-11ed-aca8-5d5b715e3ba1,,Chrome 103,,30.0,click,UTF-8,http://150.136.2.86/candidate-portal/job/1119,CandidatePortal,"{""customEvent"":""click"",""jobId"":1119,""publisherId"":0,""userId"":234}",2.0,,,,true,,,1440x900,2022-07-14 04:40:10.025,-420.0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.53 Safari/537.36",1-tqze99b0-l5j4h561,,,,,,1.0,1440x714
47,cc177f30-0c12-11ed-99b5-7a3538e97adf,,Chrome 103,,24.0,,UTF-8,http://fe.stag.gotoro.io/candidate-portal/,CandidatePortal,,1.0,,,,true,,,1920x1080,2022-07-25 12:10:38.759,-420.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-vk7kksgd-l5tjg8wn,,,,,,1.0,1920x947
48,952f2de0-0b5b-11ed-8620-e4bbf49474ab,,Chrome 103,,24.0,alive,UTF-8,http://fe.dev.gotoro.io/candidate-portal/job/188?jobId=188&publisherId=1,CandidatePortal,"{""customEvent"":""alive"",""jobId"":""188"",""publisherId"":""1"",""stayed_alive"":10}",2.0,,,,true,,,1366x768,2022-07-24 14:19:09.160,-420.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-zof0i457-l5ze6uuv,,,,,,1.0,1366x625
49,0c1547d0-0294-11ed-9364-7a6cfa9149f9,,Chrome 102,,24.0,click,UTF-8,http://150.136.2.86/candidate-portal/job/1015,CandidatePortal,"{""customEvent"":""click"",""jobId"":1015,""publisherId"":0,""userId"":72}",2.0,,,,true,,,1920x1080,2022-07-13 10:10:39.359,-420.0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36",1-s1380zhv-l4ozwjai,,,,,,1.0,1211x976
50,d8243ce0-04a2-11ed-9977-aefab9f7b515,,Chrome 103,,24.0,alive,UTF-8,http://150.230.186.232/candidate-portal/job/442,CandidatePortal,"{""customEvent"":""alive"",""jobId"":""442"",""publisherId"":0,""stayed_alive"":10}",2.0,,,,true,,,1366x768,2022-07-16 01:01:33.835,300.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-lyqgpreh-l5n6o54h,,,,,,1.0,1366x768
51,95562450-0bff-11ed-bc9e-9e0e45e9908f,,Chrome 103,,24.0,alive,UTF-8,http://fe.dev.gotoro.io/candidate-portal/job/1533?jobId=1533&publisherId=1,CandidatePortal,"{""customEvent"":""alive"",""jobId"":""1533"",""publisherId"":""1"",""stayed_alive"":10}",2.0,,,,true,,,1366x768,2022-07-25 09:53:07.272,-420.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-yh82s4al-l60jlqwa,,,,,,1.0,1366x625
52,aa864b50-0968-11ed-9103-7cc447fdbb39,,Chrome 102,,24.0,click,UTF-8,http://localhost:4200/candidate-portal/job?what=a&where=,CandidatePortal,"{""customEvent"":""click"",""jobId"":269,""publisherId"":0,""userId"":97}",2.0,,,,true,,http://localhost:4200/candidate-portal/,1920x1080,2022-07-22 02:47:45.561,-420.0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36",1-ok78d38x-l5j7ka8p,,,,,,1.0,521x919
